idx,return,steps,failure
927,8.0,13,False
928,-30.0,15,True
929,9.0,12,False
930,-53.0,20,True
931,9.0,12,False
932,8.0,13,False
933,12.0,9,False
934,8.0,13,False
935,11.0,10,False
936,8.0,13,False
937,6.0,15,False
938,8.0,13,False
939,-23.0,17,True
940,8.0,13,False
941,12.0,9,False
942,-31.0,16,True
943,10.0,11,False
944,7.0,14,False
945,-1.0,13,True
946,-7.0,19,True
947,-41.0,17,True
948,1.0,11,True
949,-30.0,15,True
950,2.0,10,True
951,5.0,16,False
952,-12.0,15,True
953,-14.0,17,True
954,1.0,11,True
955,-22.0,16,True
956,-66.0,24,True
957,-15.0,18,True
958,-13.0,16,True
959,-14.0,17,True
960,11.0,10,False
961,-54.0,21,True
962,6.0,15,False
963,-14.0,17,True
964,-1.0,13,True
965,-32.0,17,True
966,0.0,12,True
967,9.0,12,False
968,-13.0,16,True
969,-5.0,17,True
970,-36.0,21,True
971,-1.0,13,True
972,8.0,13,False
973,15.0,6,False
974,-36.0,21,True
975,8.0,13,False
976,-7.0,19,True
977,1.0,11,True
978,-23.0,17,True
979,-6.0,18,True
980,9.0,12,False
981,-35.0,20,True
982,6.0,15,False
983,-1.0,13,True
984,-3.0,15,True
985,11.0,10,False
986,-17.0,20,True
987,-3.0,15,True
988,-1.0,13,True
989,4.0,17,False
990,8.0,13,False
991,-18.0,12,True
992,0.0,12,True
993,-27.0,21,True
994,12.0,9,False
995,-3.0,15,True
996,-21.0,15,True
997,10.0,11,False
998,8.0,13,False
999,-7.0,19,True
1000,-14.0,17,True
1001,-17.0,20,True
1002,-16.0,19,True
1003,0.0,12,True
1004,-6.0,18,True
1005,-41.0,17,True
1006,7.0,14,False
1007,-10.0,13,True
1008,5.0,16,False
1009,-23.0,17,True
1010,6.0,15,False
1011,-3.0,15,True
1012,5.0,16,False
1013,-12.0,15,True
1014,8.0,13,False
1015,7.0,14,False
1016,-4.0,16,True
1017,8.0,13,False
1018,-2.0,14,True
1019,12.0,9,False
1020,10.0,11,False
1021,5.0,16,False
1022,5.0,16,False
1023,9.0,12,False
1024,13.0,8,False
1025,-4.0,16,True
1026,11.0,10,False
1027,6.0,15,False
1028,-22.0,16,True
1029,7.0,14,False
1030,10.0,11,False
1031,1.0,11,True
1032,10.0,11,False
1033,9.0,12,False
1034,6.0,15,False
1035,6.0,15,False
1036,-56.0,23,True
1037,-29.0,14,True
1038,-43.0,19,True
1039,10.0,11,False
1040,-27.0,12,True
1041,-3.0,15,True
1042,6.0,15,False
1043,8.0,13,False
1044,-17.0,20,True
1045,-11.0,14,True
1046,9.0,12,False
1047,8.0,13,False
1048,-70.0,19,True
1049,-1.0,13,True
1050,-14.0,17,True
1051,11.0,10,False
1052,-12.0,15,True
1053,6.0,15,False
1054,-17.0,11,True
1055,10.0,11,False
1056,-4.0,16,True
1057,12.0,9,False
1058,-56.0,23,True
1059,15.0,6,False
1060,8.0,13,False
1061,7.0,14,False
1062,7.0,14,False
1063,8.0,13,False
1064,7.0,14,False
1065,4.0,17,False
1066,-3.0,15,True
1067,1.0,11,True
1068,8.0,13,False
1069,-66.0,15,True
1070,0.0,12,True
1071,8.0,13,False
1072,12.0,9,False
1073,10.0,11,False
1074,-16.0,19,True
1075,9.0,12,False
1076,10.0,11,False
1077,12.0,9,False
1078,-26.0,11,True
1079,2.0,10,True
1080,-5.0,17,True
1081,-33.0,18,True
1082,-15.0,18,True
1083,8.0,13,False
1084,10.0,11,False
1085,8.0,13,False
1086,-13.0,16,True
1087,-13.0,16,True
1088,-1.0,13,True
1089,10.0,11,False
1090,8.0,13,False
1091,10.0,11,False
1092,-1.0,13,True
1093,11.0,10,False
1094,-25.0,19,True
1095,-7.0,19,True
1096,0.0,12,True
1097,-3.0,15,True
1098,11.0,10,False
1099,-2.0,14,True
1100,-14.0,17,True
1101,-13.0,16,True
1102,11.0,10,False
1103,-21.0,15,True
1104,6.0,15,False
1105,6.0,15,False
1106,-61.0,19,True
1107,10.0,11,False
1108,7.0,14,False
1109,12.0,9,False
1110,-13.0,16,True
1111,10.0,11,False
1112,11.0,10,False
1113,0.0,12,True
1114,10.0,11,False
1115,-2.0,14,True
1116,7.0,14,False
1117,6.0,15,False
1118,7.0,14,False
1119,10.0,11,False
1120,-15.0,18,True
1121,11.0,10,False
1122,7.0,14,False
1123,-24.0,18,True
1124,-36.0,21,True
1125,8.0,13,False
1126,-41.0,17,True
1127,6.0,15,False
1128,7.0,14,False
1129,-14.0,17,True
1130,12.0,9,False
1131,11.0,10,False
1132,7.0,14,False
1133,-42.0,18,True
1134,0.0,12,True
1135,11.0,10,False
1136,11.0,10,False
1137,10.0,11,False
1138,8.0,13,False
1139,-1.0,13,True
1140,-17.0,20,True
1141,12.0,9,False
1142,13.0,8,False
1143,4.0,17,False
1144,10.0,11,False
1145,-18.0,12,True
1146,-11.0,14,True
1147,7.0,14,False
1148,5.0,16,False
1149,-61.0,19,True
1150,-20.0,14,True
1151,8.0,13,False
1152,-14.0,17,True
1153,-7.0,10,True
1154,-15.0,18,True
1155,9.0,12,False
1156,-1.0,13,True
1157,10.0,11,False
1158,-15.0,18,True
1159,-13.0,16,True
1160,-14.0,17,True
1161,7.0,14,False
1162,-33.0,18,True
1163,8.0,13,False
1164,-21.0,15,True
1165,-1.0,13,True
1166,-2.0,14,True
1167,-54.0,21,True
1168,14.0,7,False
1169,-56.0,23,True
1170,-23.0,17,True
1171,7.0,14,False
1172,6.0,15,False
1173,-12.0,15,True
1174,-1.0,13,True
1175,-8.0,11,True
1176,-16.0,19,True
1177,9.0,12,False
1178,-11.0,14,True
1179,0.0,12,True
1180,9.0,12,False
1181,6.0,15,False
1182,9.0,12,False
1183,8.0,13,False
1184,11.0,10,False
1185,11.0,10,False
1186,-34.0,19,True
1187,7.0,14,False
1188,-20.0,14,True
1189,-34.0,19,True
1190,8.0,13,False
1191,-2.0,14,True
1192,1.0,11,True
1193,-22.0,16,True
1194,-5.0,17,True
1195,0.0,12,True
1196,-14.0,17,True
1197,-4.0,16,True
1198,-26.0,20,True
1199,14.0,7,False
1200,-11.0,14,True
1201,11.0,10,False
1202,8.0,13,False
1203,-17.0,20,True
1204,9.0,12,False
1205,-24.0,18,True
1206,8.0,13,False
1207,-2.0,14,True
