idx,state,steps,failure,mutant
927,466,13,False,plan_0
928,304,16,False,gamma_0.70
929,304,17,False,alpha_0.40
930,304,15,False,eps_0.30
931,304,16,False,plan_0
932,193,14,False,gamma_0.70
933,193,10,False,alpha_0.40
934,193,12,False,eps_0.30
935,193,11,False,plan_0
936,109,8,False,gamma_0.70
937,109,15,False,alpha_0.40
938,109,14,False,eps_0.30
939,109,16,False,plan_0
940,213,16,False,gamma_0.70
941,213,11,False,alpha_0.40
942,213,13,False,eps_0.30
943,213,16,False,plan_0
944,168,13,False,gamma_0.70
945,168,11,False,alpha_0.40
946,168,16,False,eps_0.30
947,168,16,False,plan_0
948,288,16,False,gamma_0.70
949,288,12,False,alpha_0.40
950,288,17,False,eps_0.30
951,288,11,False,plan_0
952,352,16,False,gamma_0.70
953,352,15,False,alpha_0.40
954,352,11,False,eps_0.30
955,352,10,False,plan_0
956,448,11,False,gamma_0.70
957,448,13,False,alpha_0.40
958,448,12,False,eps_0.30
959,448,12,False,plan_0
960,93,11,False,gamma_0.70
961,93,17,False,alpha_0.40
962,93,15,False,eps_0.30
963,93,10,False,plan_0
964,426,10,False,gamma_0.70
965,426,12,False,alpha_0.40
966,426,13,False,eps_0.30
967,426,12,False,plan_0
968,483,14,False,gamma_0.70
969,483,15,False,alpha_0.40
970,483,16,False,eps_0.30
971,483,10,False,plan_0
972,261,13,False,gamma_0.70
973,261,16,False,alpha_0.40
974,261,13,False,eps_0.30
975,261,13,False,plan_0
976,491,13,False,gamma_0.70
977,491,15,False,alpha_0.40
978,491,12,False,eps_0.30
979,491,13,False,plan_0
980,84,12,False,gamma_0.70
981,84,12,False,alpha_0.40
982,84,14,False,eps_0.30
983,84,15,False,plan_0
984,301,14,False,gamma_0.70
985,301,16,False,alpha_0.40
986,301,11,False,eps_0.30
987,301,13,False,plan_0
988,192,14,False,gamma_0.70
989,192,12,False,alpha_0.40
990,192,12,False,eps_0.30
991,192,9,False,plan_0
992,47,14,False,gamma_0.70
993,47,14,False,alpha_0.40
994,47,11,False,eps_0.30
995,47,14,False,plan_0
996,292,16,False,gamma_0.70
997,292,13,False,alpha_0.40
998,292,11,False,eps_0.30
999,292,14,False,plan_0
1000,309,10,False,gamma_0.70
1001,309,12,False,alpha_0.40
1002,309,14,False,eps_0.30
1003,309,14,False,plan_0
1004,406,14,False,gamma_0.70
1005,406,9,False,alpha_0.40
1006,406,14,False,eps_0.30
1007,406,12,False,plan_0
1008,63,14,False,gamma_0.70
1009,63,15,False,alpha_0.40
1010,63,10,False,eps_0.30
1011,63,10,False,plan_0
1012,143,15,False,gamma_0.70
1013,143,17,False,alpha_0.40
1014,143,14,False,eps_0.30
1015,143,11,False,plan_0
1016,331,14,False,gamma_0.70
1017,331,17,False,alpha_0.40
1018,331,11,False,eps_0.30
1019,331,9,False,plan_0
1020,121,16,False,gamma_0.70
1021,121,14,False,alpha_0.40
1022,121,12,False,eps_0.30
1023,121,14,False,plan_0
1024,86,10,False,gamma_0.70
1025,86,13,False,alpha_0.40
1026,86,14,False,eps_0.30
1027,86,10,False,plan_0
1028,207,13,False,gamma_0.70
1029,207,13,False,alpha_0.40
1030,207,10,False,eps_0.30
1031,207,17,False,plan_0
1032,151,16,False,gamma_0.70
1033,151,18,False,alpha_0.40
1034,151,16,False,eps_0.30
1035,151,11,False,plan_0
1036,247,16,False,gamma_0.70
1037,247,17,False,alpha_0.40
1038,247,10,False,eps_0.30
1039,247,15,False,plan_0
1040,202,8,False,gamma_0.70
1041,202,17,False,alpha_0.40
1042,202,11,False,eps_0.30
1043,202,13,False,plan_0
1044,164,12,False,gamma_0.70
1045,164,8,False,alpha_0.40
1046,164,15,False,eps_0.30
1047,164,11,False,plan_0
1048,471,12,False,gamma_0.70
1049,471,16,False,alpha_0.40
1050,471,11,False,eps_0.30
1051,471,16,False,plan_0
1052,287,16,False,gamma_0.70
1053,287,12,False,alpha_0.40
1054,287,16,False,eps_0.30
1055,287,12,False,plan_0
1056,46,14,False,gamma_0.70
1057,46,16,False,alpha_0.40
1058,46,11,False,eps_0.30
1059,46,13,False,plan_0
1060,91,12,False,gamma_0.70
1061,91,13,False,alpha_0.40
1062,91,14,False,eps_0.30
1063,91,12,False,plan_0
1064,83,16,False,gamma_0.70
1065,83,10,False,alpha_0.40
1066,83,14,False,eps_0.30
1067,83,12,False,plan_0
1068,142,13,False,gamma_0.70
1069,142,16,False,alpha_0.40
1070,142,13,False,eps_0.30
1071,142,13,False,plan_0
1072,111,15,False,gamma_0.70
1073,111,13,False,alpha_0.40
1074,111,15,False,eps_0.30
1075,111,15,False,plan_0
1076,293,13,False,gamma_0.70
1077,293,10,False,alpha_0.40
1078,293,15,False,eps_0.30
1079,293,16,False,plan_0
1080,408,12,False,gamma_0.70
1081,408,17,False,alpha_0.40
1082,408,18,False,eps_0.30
1083,408,13,False,plan_0
1084,344,15,False,gamma_0.70
1085,344,12,False,alpha_0.40
1086,344,10,False,eps_0.30
1087,344,15,False,plan_0
1088,431,13,False,gamma_0.70
1089,431,13,False,alpha_0.40
1090,431,11,False,eps_0.30
1091,431,14,False,plan_0
1092,9,13,False,gamma_0.70
1093,9,18,False,alpha_0.40
1094,9,14,False,eps_0.30
1095,9,11,False,plan_0
1096,224,13,False,gamma_0.70
1097,224,17,False,alpha_0.40
1098,224,10,False,eps_0.30
1099,224,120,True,plan_0
1100,481,10,False,gamma_0.70
1101,481,13,False,alpha_0.40
1102,481,12,False,eps_0.30
1103,481,14,False,plan_0
1104,206,10,False,gamma_0.70
1105,206,11,False,alpha_0.40
1106,206,12,False,eps_0.30
1107,206,10,False,plan_0
1108,389,11,False,gamma_0.70
1109,389,11,False,alpha_0.40
1110,389,12,False,eps_0.30
1111,389,12,False,plan_0
1112,212,14,False,gamma_0.70
1113,212,7,False,alpha_0.40
1114,212,11,False,eps_0.30
1115,212,13,False,plan_0
1116,243,18,False,gamma_0.70
1117,243,14,False,alpha_0.40
1118,243,17,False,eps_0.30
1119,243,9,False,plan_0
1120,354,16,False,gamma_0.70
1121,354,9,False,alpha_0.40
1122,354,9,False,eps_0.30
1123,354,13,False,plan_0
1124,108,11,False,gamma_0.70
1125,108,13,False,alpha_0.40
1126,108,10,False,eps_0.30
1127,108,10,False,plan_0
1128,64,13,False,gamma_0.70
1129,64,17,False,alpha_0.40
1130,64,15,False,eps_0.30
1131,64,15,False,plan_0
1132,147,11,False,gamma_0.70
1133,147,12,False,alpha_0.40
1134,147,8,False,eps_0.30
1135,147,12,False,plan_0
1136,428,11,False,gamma_0.70
1137,428,14,False,alpha_0.40
1138,428,16,False,eps_0.30
1139,428,12,False,plan_0
1140,28,11,False,gamma_0.70
1141,28,17,False,alpha_0.40
1142,28,9,False,eps_0.30
1143,28,12,False,plan_0
1144,21,11,False,gamma_0.70
1145,21,15,False,alpha_0.40
1146,21,14,False,eps_0.30
1147,21,8,False,plan_0
1148,333,12,False,gamma_0.70
1149,333,11,False,alpha_0.40
1150,333,11,False,eps_0.30
1151,333,14,False,plan_0
1152,251,16,False,gamma_0.70
1153,251,17,False,alpha_0.40
1154,251,14,False,eps_0.30
1155,251,9,False,plan_0
1156,367,17,False,gamma_0.70
1157,367,17,False,alpha_0.40
1158,367,12,False,eps_0.30
1159,367,12,False,plan_0
1160,71,9,False,gamma_0.70
1161,71,10,False,alpha_0.40
1162,71,16,False,eps_0.30
1163,71,14,False,plan_0
1164,433,16,False,gamma_0.70
1165,433,15,False,alpha_0.40
1166,433,6,False,eps_0.30
1167,433,10,False,plan_0
1168,69,17,False,gamma_0.70
1169,69,8,False,alpha_0.40
1170,69,12,False,eps_0.30
1171,69,14,False,plan_0
1172,343,16,False,gamma_0.70
1173,343,9,False,alpha_0.40
1174,343,13,False,eps_0.30
1175,343,15,False,plan_0
1176,144,13,False,gamma_0.70
1177,144,13,False,alpha_0.40
1178,144,14,False,eps_0.30
1179,144,16,False,plan_0
1180,234,14,False,gamma_0.70
1181,234,16,False,alpha_0.40
1182,234,14,False,eps_0.30
1183,234,15,False,plan_0
1184,49,13,False,gamma_0.70
1185,49,11,False,alpha_0.40
1186,49,9,False,eps_0.30
1187,49,14,False,plan_0
1188,53,15,False,gamma_0.70
1189,53,7,False,alpha_0.40
1190,53,14,False,eps_0.30
1191,53,13,False,plan_0
1192,381,12,False,gamma_0.70
1193,381,12,False,alpha_0.40
1194,381,13,False,eps_0.30
1195,381,14,False,plan_0
1196,264,9,False,gamma_0.70
1197,264,15,False,alpha_0.40
1198,264,16,False,eps_0.30
1199,264,14,False,plan_0
